,event,site,date_played,white,black,result,white_elo,black_elo,winner,loser
3747,chess.com Speed 2020,chess.com INT,2020-11-12,"Martirosyan,Haik M.","Nakamura,Hi",1/2-1/2,2622.0,2736.0,draw,draw
3748,chess.com Speed 2020,chess.com INT,2020-11-12,"Martirosyan,Haik M.","Nakamura,Hi",0-1,2622.0,2736.0,"Nakamura,Hi","Martirosyan,Haik M."
3749,chess.com Speed 2020,chess.com INT,2020-11-12,"Nakamura,Hi","Martirosyan,Haik M.",0-1,2736.0,2622.0,"Martirosyan,Haik M.","Nakamura,Hi"
3750,chess.com Speed 2020,chess.com INT,2020-11-12,"Nakamura,Hi","Martirosyan,Haik M.",1/2-1/2,2736.0,2622.0,draw,draw
3751,chess.com Speed 2020,chess.com INT,2020-11-12,"Nakamura,Hi","Martirosyan,Haik M.",1-0,2736.0,2622.0,"Nakamura,Hi","Martirosyan,Haik M."
3752,chess.com Speed 2020,chess.com INT,2020-11-12,"Martirosyan,Haik M.","Nakamura,Hi",0-1,2622.0,2736.0,"Nakamura,Hi","Martirosyan,Haik M."
3753,chess.com Speed 2020,chess.com INT,2020-11-12,"Martirosyan,Haik M.","Nakamura,Hi",0-1,2622.0,2736.0,"Nakamura,Hi","Martirosyan,Haik M."
3754,chess.com Speed 2020,chess.com INT,2020-11-12,"Martirosyan,Haik M.","Nakamura,Hi",1/2-1/2,2622.0,2736.0,draw,draw
3755,chess.com Speed 2020,chess.com INT,2020-11-12,"Nakamura,Hi","Martirosyan,Haik M.",1-0,2736.0,2622.0,"Nakamura,Hi","Martirosyan,Haik M."
3756,chess.com Speed 2020,chess.com INT,2020-11-12,"Martirosyan,Haik M.","Nakamura,Hi",0-1,2622.0,2736.0,"Nakamura,Hi","Martirosyan,Haik M."
3757,Titled Tuesday 17th Nov,chess.com INT,2020-11-17,"Skatchkov,Valery","Nakamura,Hi",0-1,2281.0,2736.0,"Nakamura,Hi","Skatchkov,Valery"
3758,Titled Tuesday 17th Nov,chess.com INT,2020-11-17,"Nakamura,Hi","Rakhimzhan,Alen",1-0,2736.0,2273.0,"Nakamura,Hi","Rakhimzhan,Alen"
3759,Titled Tuesday 17th Nov,chess.com INT,2020-11-17,"Deepan,C","Nakamura,Hi",1-0,2535.0,2736.0,"Deepan,C","Nakamura,Hi"
3760,Titled Tuesday 17th Nov,chess.com INT,2020-11-17,"Nakamura,Hi","Ghimpu,Samuel-Timotei",1-0,2736.0,2313.0,"Nakamura,Hi","Ghimpu,Samuel-Timotei"
3761,Titled Tuesday 17th Nov,chess.com INT,2020-11-17,"Nakamura,Hi","Taboas Rodriguez,D",1-0,2736.0,2367.0,"Nakamura,Hi","Taboas Rodriguez,D"
3762,Titled Tuesday 17th Nov,chess.com INT,2020-11-17,"Harsha,B","Nakamura,Hi",1/2-1/2,2509.0,2736.0,draw,draw
3763,Titled Tuesday 17th Nov,chess.com INT,2020-11-17,"Nakamura,Hi","Durarbayli,V",1-0,2736.0,2606.0,"Nakamura,Hi","Durarbayli,V"
3764,Titled Tuesday 17th Nov,chess.com INT,2020-11-17,"Obgolts,Erik","Nakamura,Hi",0-1,2371.0,2736.0,"Nakamura,Hi","Obgolts,Erik"
3765,Titled Tuesday 17th Nov,chess.com INT,2020-11-17,"Nakamura,Hi","Moskalenko,A",1-0,2736.0,2515.0,"Nakamura,Hi","Moskalenko,A"
3766,Titled Tuesday 17th Nov,chess.com INT,2020-11-17,"Vidit,S","Nakamura,Hi",0-1,2726.0,2736.0,"Nakamura,Hi","Vidit,S"
3767,Titled Tuesday 17th Nov,chess.com INT,2020-11-17,"Nakamura,Hi","Drygalov,Andrey",1-0,2736.0,2493.0,"Nakamura,Hi","Drygalov,Andrey"
3768,Skilling Open Prelim,chess24.com INT,2020-11-22,"Nakamura,Hi","Duda,J",1/2-1/2,2736.0,2743.0,draw,draw
3769,Skilling Open Prelim,chess24.com INT,2020-11-22,Ding Liren,"Nakamura,Hi",1/2-1/2,2791.0,2736.0,draw,draw
3770,Skilling Open Prelim,chess24.com INT,2020-11-22,"Nakamura,Hi","Giri,A",1/2-1/2,2736.0,2764.0,draw,draw
3771,Skilling Open Prelim,chess24.com INT,2020-11-22,"Karjakin,Sergey","Nakamura,Hi",0-1,2752.0,2736.0,"Nakamura,Hi","Karjakin,Sergey"
3772,Skilling Open Prelim,chess24.com INT,2020-11-22,"Nakamura,Hi","Vachier Lagrave,M",1/2-1/2,2736.0,2784.0,draw,draw
3773,Skilling Open Prelim,chess24.com INT,2020-11-23,"Nakamura,Hi",Le Quang Liem,0-1,2736.0,2709.0,Le Quang Liem,"Nakamura,Hi"
3774,Skilling Open Prelim,chess24.com INT,2020-11-23,"Vidit,S","Nakamura,Hi",1/2-1/2,2726.0,2736.0,draw,draw
3775,Skilling Open Prelim,chess24.com INT,2020-11-23,"Nakamura,Hi","So,W",1/2-1/2,2736.0,2770.0,draw,draw
3776,Skilling Open Prelim,chess24.com INT,2020-11-23,"Svidler,P","Nakamura,Hi",1/2-1/2,2723.0,2736.0,draw,draw
3777,Skilling Open Prelim,chess24.com INT,2020-11-23,"Nakamura,Hi","Nepomniachtchi,I",1-0,2736.0,2784.0,"Nakamura,Hi","Nepomniachtchi,I"
3778,Skilling Open Prelim,chess24.com INT,2020-11-24,"Carlsen,M","Nakamura,Hi",1/2-1/2,2862.0,2736.0,draw,draw
3779,Skilling Open Prelim,chess24.com INT,2020-11-24,"Nakamura,Hi","Radjabov,T",1/2-1/2,2736.0,2765.0,draw,draw
3780,Skilling Open Prelim,chess24.com INT,2020-11-24,"Anton Guijarro,D","Nakamura,Hi",0-1,2675.0,2736.0,"Nakamura,Hi","Anton Guijarro,D"
3781,Skilling Open Prelim,chess24.com INT,2020-11-24,"Nakamura,Hi","Firouzja,Alireza",1-0,2736.0,2749.0,"Nakamura,Hi","Firouzja,Alireza"
3782,Skilling Open Prelim,chess24.com INT,2020-11-24,"Aronian,L","Nakamura,Hi",1/2-1/2,2781.0,2736.0,draw,draw
3783,Skilling Open KO 2020,chess24.com INT,2020-11-25,"Vachier Lagrave,M","Nakamura,Hi",1/2-1/2,2784.0,2736.0,draw,draw
3784,Skilling Open KO 2020,chess24.com INT,2020-11-25,"Nakamura,Hi","Vachier Lagrave,M",1/2-1/2,2736.0,2784.0,draw,draw
3785,Skilling Open KO 2020,chess24.com INT,2020-11-25,"Nakamura,Hi","Vachier Lagrave,M",1/2-1/2,2736.0,2784.0,draw,draw
3786,Skilling Open KO 2020,chess24.com INT,2020-11-25,"Vachier Lagrave,M","Nakamura,Hi",1-0,2784.0,2736.0,"Vachier Lagrave,M","Nakamura,Hi"
3787,Skilling Open KO 2020,chess24.com INT,2020-11-26,"Nakamura,Hi","Vachier Lagrave,M",1-0,2736.0,2784.0,"Nakamura,Hi","Vachier Lagrave,M"
3788,Skilling Open KO 2020,chess24.com INT,2020-11-26,"Nakamura,Hi","Vachier Lagrave,M",1-0,2736.0,2784.0,"Nakamura,Hi","Vachier Lagrave,M"
3789,Skilling Open KO 2020,chess24.com INT,2020-11-26,"Vachier Lagrave,M","Nakamura,Hi",1/2-1/2,2784.0,2736.0,draw,draw
3790,Skilling Open KO 2020,chess24.com INT,2020-11-26,"Vachier Lagrave,M","Nakamura,Hi",1/2-1/2,2784.0,2736.0,draw,draw
3791,Skilling Open KO 2020,chess24.com INT,2020-11-26,"Nakamura,Hi","Vachier Lagrave,M",1-0,2736.0,2784.0,"Nakamura,Hi","Vachier Lagrave,M"
3792,Skilling Open KO 2020,chess24.com INT,2020-11-26,"Vachier Lagrave,M","Nakamura,Hi",1-0,2784.0,2736.0,"Vachier Lagrave,M","Nakamura,Hi"
3793,Skilling Open KO 2020,chess24.com INT,2020-11-27,"So,W","Nakamura,Hi",1/2-1/2,2770.0,2736.0,draw,draw
3794,Skilling Open KO 2020,chess24.com INT,2020-11-27,"So,W","Nakamura,Hi",1-0,2770.0,2736.0,"So,W","Nakamura,Hi"
3795,Skilling Open KO 2020,chess24.com INT,2020-11-27,"Nakamura,Hi","So,W",1/2-1/2,2736.0,2770.0,draw,draw
3796,Skilling Open KO 2020,chess24.com INT,2020-11-27,"Nakamura,Hi","So,W",1/2-1/2,2736.0,2770.0,draw,draw
3797,Skilling Open KO 2020,chess24.com INT,2020-11-28,"Nakamura,Hi","So,W",1/2-1/2,2736.0,2770.0,draw,draw
3798,Skilling Open KO 2020,chess24.com INT,2020-11-28,"So,W","Nakamura,Hi",1/2-1/2,2770.0,2736.0,draw,draw
3799,Skilling Open KO 2020,chess24.com INT,2020-11-28,"So,W","Nakamura,Hi",1/2-1/2,2770.0,2736.0,draw,draw
3800,Skilling Open KO 2020,chess24.com INT,2020-11-28,"Nakamura,Hi","So,W",1/2-1/2,2736.0,2770.0,draw,draw
3801,Titled Tuesday 1st Dec,chess.com INT,2020-12-01,"Nakamura,Hi","Khademalsharieh,S",1-0,2736.0,2494.0,"Nakamura,Hi","Khademalsharieh,S"
3802,Titled Tuesday 1st Dec,chess.com INT,2020-12-01,"Kazakouski,Valery","Nakamura,Hi",0-1,2476.0,2736.0,"Nakamura,Hi","Kazakouski,Valery"
3803,Titled Tuesday 1st Dec,chess.com INT,2020-12-01,"Nakamura,Hi","Holt,C",0-1,2736.0,2549.0,"Holt,C","Nakamura,Hi"
3804,Titled Tuesday 1st Dec,chess.com INT,2020-12-01,"Karacsonyi,Gellert","Nakamura,Hi",0-1,2277.0,2736.0,"Nakamura,Hi","Karacsonyi,Gellert"
3805,Titled Tuesday 1st Dec,chess.com INT,2020-12-01,"Nakamura,Hi","Schitco,Ivan",1-0,2736.0,2467.0,"Nakamura,Hi","Schitco,Ivan"
3806,Titled Tuesday 1st Dec,chess.com INT,2020-12-01,"Bortnyk,Olexandr","Nakamura,Hi",0-1,2598.0,2736.0,"Nakamura,Hi","Bortnyk,Olexandr"
3807,Titled Tuesday 1st Dec,chess.com INT,2020-12-01,"Nakamura,Hi","Petrosyan,M",1-0,2736.0,2628.0,"Nakamura,Hi","Petrosyan,M"
3808,Titled Tuesday 1st Dec,chess.com INT,2020-12-01,"Nakamura,Hi","Dubov,Daniil",1/2-1/2,2736.0,2702.0,draw,draw
3809,Titled Tuesday 1st Dec,chess.com INT,2020-12-01,"Svane,R","Nakamura,Hi",0-1,2613.0,2736.0,"Nakamura,Hi","Svane,R"
3810,Titled Tuesday 1st Dec,chess.com INT,2020-12-01,"Quparadze,G","Nakamura,Hi",0-1,2463.0,2736.0,"Nakamura,Hi","Quparadze,G"
3811,chess.com Speed 2020,chess.com INT,2020-12-03,"Nakamura,Hi","Fedoseev,Vl3",1-0,2736.0,2676.0,"Nakamura,Hi","Fedoseev,Vl3"
3812,chess.com Speed 2020,chess.com INT,2020-12-03,"Nakamura,Hi","Fedoseev,Vl3",1/2-1/2,2736.0,2676.0,draw,draw
3813,chess.com Speed 2020,chess.com INT,2020-12-03,"Fedoseev,Vl3","Nakamura,Hi",0-1,2676.0,2736.0,"Nakamura,Hi","Fedoseev,Vl3"
3814,chess.com Speed 2020,chess.com INT,2020-12-03,"Nakamura,Hi","Fedoseev,Vl3",1-0,2736.0,2676.0,"Nakamura,Hi","Fedoseev,Vl3"
3815,chess.com Speed 2020,chess.com INT,2020-12-03,"Fedoseev,Vl3","Nakamura,Hi",0-1,2676.0,2736.0,"Nakamura,Hi","Fedoseev,Vl3"
3816,chess.com Speed 2020,chess.com INT,2020-12-03,"Nakamura,Hi","Fedoseev,Vl3",1-0,2736.0,2676.0,"Nakamura,Hi","Fedoseev,Vl3"
3817,chess.com Speed 2020,chess.com INT,2020-12-03,"Fedoseev,Vl3","Nakamura,Hi",0-1,2676.0,2736.0,"Nakamura,Hi","Fedoseev,Vl3"
3818,chess.com Speed 2020,chess.com INT,2020-12-03,"Fedoseev,Vl3","Nakamura,Hi",0-1,2676.0,2736.0,"Nakamura,Hi","Fedoseev,Vl3"
3819,chess.com Speed 2020,chess.com INT,2020-12-03,"Nakamura,Hi","Fedoseev,Vl3",1-0,2736.0,2676.0,"Nakamura,Hi","Fedoseev,Vl3"
3820,chess.com Speed 2020,chess.com INT,2020-12-03,"Fedoseev,Vl3","Nakamura,Hi",0-1,2676.0,2736.0,"Nakamura,Hi","Fedoseev,Vl3"
3821,chess.com Speed 2020,chess.com INT,2020-12-03,"Nakamura,Hi","Fedoseev,Vl3",1-0,2736.0,2676.0,"Nakamura,Hi","Fedoseev,Vl3"
3822,chess.com Speed 2020,chess.com INT,2020-12-03,"Fedoseev,Vl3","Nakamura,Hi",1/2-1/2,2676.0,2736.0,draw,draw
3823,chess.com Speed 2020,chess.com INT,2020-12-03,"Nakamura,Hi","Fedoseev,Vl3",1-0,2736.0,2676.0,"Nakamura,Hi","Fedoseev,Vl3"
3824,chess.com Speed 2020,chess.com INT,2020-12-03,"Fedoseev,Vl3","Nakamura,Hi",1/2-1/2,2676.0,2736.0,draw,draw
3825,chess.com Speed 2020,chess.com INT,2020-12-03,"Nakamura,Hi","Fedoseev,Vl3",0-1,2736.0,2676.0,"Fedoseev,Vl3","Nakamura,Hi"
3826,chess.com Speed 2020,chess.com INT,2020-12-03,"Fedoseev,Vl3","Nakamura,Hi",1-0,2676.0,2736.0,"Fedoseev,Vl3","Nakamura,Hi"
3827,chess.com Speed 2020,chess.com INT,2020-12-03,"Fedoseev,Vl3","Nakamura,Hi",0-1,2676.0,2736.0,"Nakamura,Hi","Fedoseev,Vl3"
3828,chess.com Speed 2020,chess.com INT,2020-12-03,"Fedoseev,Vl3","Nakamura,Hi",1-0,2676.0,2736.0,"Fedoseev,Vl3","Nakamura,Hi"
3829,chess.com Speed 2020,chess.com INT,2020-12-03,"Fedoseev,Vl3","Nakamura,Hi",0-1,2676.0,2736.0,"Nakamura,Hi","Fedoseev,Vl3"
3830,chess.com Speed 2020,chess.com INT,2020-12-03,"Nakamura,Hi","Fedoseev,Vl3",0-1,2736.0,2676.0,"Fedoseev,Vl3","Nakamura,Hi"
3831,chess.com Speed 2020,chess.com INT,2020-12-03,"Fedoseev,Vl3","Nakamura,Hi",0-1,2676.0,2736.0,"Nakamura,Hi","Fedoseev,Vl3"
3832,chess.com Speed 2020,chess.com INT,2020-12-03,"Nakamura,Hi","Fedoseev,Vl3",1-0,2736.0,2676.0,"Nakamura,Hi","Fedoseev,Vl3"
3833,chess.com Speed 2020,chess.com INT,2020-12-03,"Fedoseev,Vl3","Nakamura,Hi",0-1,2676.0,2736.0,"Nakamura,Hi","Fedoseev,Vl3"
3834,chess.com Speed 2020,chess.com INT,2020-12-03,"Nakamura,Hi","Fedoseev,Vl3",1-0,2736.0,2676.0,"Nakamura,Hi","Fedoseev,Vl3"
3835,chess.com Speed 2020,chess.com INT,2020-12-03,"Nakamura,Hi","Fedoseev,Vl3",1-0,2736.0,2676.0,"Nakamura,Hi","Fedoseev,Vl3"
3836,chess.com Speed 2020,chess.com INT,2020-12-03,"Nakamura,Hi","Fedoseev,Vl3",1-0,2736.0,2676.0,"Nakamura,Hi","Fedoseev,Vl3"
3837,chess.com Speed 2020,chess.com INT,2020-12-03,"Nakamura,Hi","Fedoseev,Vl3",1-0,2736.0,2676.0,"Nakamura,Hi","Fedoseev,Vl3"
3838,chess.com Speed 2020,chess.com INT,2020-12-12,"Nakamura,Hi","So,W",1-0,2736.0,2770.0,"Nakamura,Hi","So,W"
3839,chess.com Speed 2020,chess.com INT,2020-12-12,"So,W","Nakamura,Hi",1/2-1/2,2770.0,2736.0,draw,draw
3840,chess.com Speed 2020,chess.com INT,2020-12-12,"Nakamura,Hi","So,W",1-0,2736.0,2770.0,"Nakamura,Hi","So,W"
3841,chess.com Speed 2020,chess.com INT,2020-12-12,"So,W","Nakamura,Hi",0-1,2770.0,2736.0,"Nakamura,Hi","So,W"
3842,chess.com Speed 2020,chess.com INT,2020-12-12,"Nakamura,Hi","So,W",0-1,2736.0,2770.0,"So,W","Nakamura,Hi"
3843,chess.com Speed 2020,chess.com INT,2020-12-12,"So,W","Nakamura,Hi",0-1,2770.0,2736.0,"Nakamura,Hi","So,W"
3844,chess.com Speed 2020,chess.com INT,2020-12-12,"Nakamura,Hi","So,W",0-1,2736.0,2770.0,"So,W","Nakamura,Hi"
3845,chess.com Speed 2020,chess.com INT,2020-12-12,"So,W","Nakamura,Hi",1-0,2770.0,2736.0,"So,W","Nakamura,Hi"
3846,chess.com Speed 2020,chess.com INT,2020-12-12,"So,W","Nakamura,Hi",1/2-1/2,2770.0,2736.0,draw,draw
3847,chess.com Speed 2020,chess.com INT,2020-12-12,"Nakamura,Hi","So,W",1-0,2736.0,2770.0,"Nakamura,Hi","So,W"
3848,chess.com Speed 2020,chess.com INT,2020-12-12,"So,W","Nakamura,Hi",1/2-1/2,2770.0,2736.0,draw,draw
3849,chess.com Speed 2020,chess.com INT,2020-12-12,"Nakamura,Hi","So,W",1-0,2736.0,2770.0,"Nakamura,Hi","So,W"
3850,chess.com Speed 2020,chess.com INT,2020-12-12,"Nakamura,Hi","So,W",1/2-1/2,2736.0,2770.0,draw,draw
3851,chess.com Speed 2020,chess.com INT,2020-12-12,"So,W","Nakamura,Hi",1/2-1/2,2770.0,2736.0,draw,draw
3852,chess.com Speed 2020,chess.com INT,2020-12-12,"Nakamura,Hi","So,W",0-1,2736.0,2770.0,"So,W","Nakamura,Hi"
3853,chess.com Speed 2020,chess.com INT,2020-12-12,"So,W","Nakamura,Hi",1-0,2770.0,2736.0,"So,W","Nakamura,Hi"
3854,chess.com Speed 2020,chess.com INT,2020-12-12,"Nakamura,Hi","So,W",1-0,2736.0,2770.0,"Nakamura,Hi","So,W"
3855,chess.com Speed 2020,chess.com INT,2020-12-12,"So,W","Nakamura,Hi",1/2-1/2,2770.0,2736.0,draw,draw
3856,chess.com Speed 2020,chess.com INT,2020-12-12,"Nakamura,Hi","So,W",1/2-1/2,2736.0,2770.0,draw,draw
3857,chess.com Speed 2020,chess.com INT,2020-12-12,"So,W","Nakamura,Hi",0-1,2770.0,2736.0,"Nakamura,Hi","So,W"
3858,chess.com Speed 2020,chess.com INT,2020-12-12,"Nakamura,Hi","So,W",1/2-1/2,2736.0,2770.0,draw,draw
3859,chess.com Speed 2020,chess.com INT,2020-12-12,"So,W","Nakamura,Hi",1-0,2770.0,2736.0,"So,W","Nakamura,Hi"
3860,chess.com Speed 2020,chess.com INT,2020-12-12,"Nakamura,Hi","So,W",0-1,2736.0,2770.0,"So,W","Nakamura,Hi"
3861,chess.com Speed 2020,chess.com INT,2020-12-12,"So,W","Nakamura,Hi",0-1,2770.0,2736.0,"Nakamura,Hi","So,W"
3862,chess.com Speed 2020,chess.com INT,2020-12-12,"So,W","Nakamura,Hi",1-0,2770.0,2736.0,"So,W","Nakamura,Hi"
3863,chess.com Speed 2020,chess.com INT,2020-12-12,"Nakamura,Hi","So,W",1/2-1/2,2736.0,2770.0,draw,draw
3864,chess.com Speed 2020,chess.com INT,2020-12-13,"Nakamura,Hi","Vachier Lagrave,M",1/2-1/2,2736.0,2784.0,draw,draw
3865,chess.com Speed 2020,chess.com INT,2020-12-13,"Nakamura,Hi","Vachier Lagrave,M",1/2-1/2,2736.0,2784.0,draw,draw
3866,chess.com Speed 2020,chess.com INT,2020-12-13,"Nakamura,Hi","Vachier Lagrave,M",0-1,2736.0,2784.0,"Vachier Lagrave,M","Nakamura,Hi"
3867,chess.com Speed 2020,chess.com INT,2020-12-13,"Nakamura,Hi","Vachier Lagrave,M",1-0,2736.0,2784.0,"Nakamura,Hi","Vachier Lagrave,M"
3868,chess.com Speed 2020,chess.com INT,2020-12-13,"Vachier Lagrave,M","Nakamura,Hi",0-1,2784.0,2736.0,"Nakamura,Hi","Vachier Lagrave,M"
3869,chess.com Speed 2020,chess.com INT,2020-12-13,"Nakamura,Hi","Vachier Lagrave,M",0-1,2736.0,2784.0,"Vachier Lagrave,M","Nakamura,Hi"
3870,chess.com Speed 2020,chess.com INT,2020-12-13,"Vachier Lagrave,M","Nakamura,Hi",0-1,2784.0,2736.0,"Nakamura,Hi","Vachier Lagrave,M"
3871,chess.com Speed 2020,chess.com INT,2020-12-13,"Nakamura,Hi","Vachier Lagrave,M",1-0,2736.0,2784.0,"Nakamura,Hi","Vachier Lagrave,M"
3872,chess.com Speed 2020,chess.com INT,2020-12-13,"Vachier Lagrave,M","Nakamura,Hi",0-1,2784.0,2736.0,"Nakamura,Hi","Vachier Lagrave,M"
3873,chess.com Speed 2020,chess.com INT,2020-12-13,"Nakamura,Hi","Vachier Lagrave,M",1-0,2736.0,2784.0,"Nakamura,Hi","Vachier Lagrave,M"
3874,chess.com Speed 2020,chess.com INT,2020-12-13,"Vachier Lagrave,M","Nakamura,Hi",0-1,2784.0,2736.0,"Nakamura,Hi","Vachier Lagrave,M"
3875,chess.com Speed 2020,chess.com INT,2020-12-13,"Nakamura,Hi","Vachier Lagrave,M",1/2-1/2,2736.0,2784.0,draw,draw
3876,chess.com Speed 2020,chess.com INT,2020-12-13,"Vachier Lagrave,M","Nakamura,Hi",1-0,2784.0,2736.0,"Vachier Lagrave,M","Nakamura,Hi"
3877,chess.com Speed 2020,chess.com INT,2020-12-13,"Nakamura,Hi","Vachier Lagrave,M",0-1,2736.0,2784.0,"Vachier Lagrave,M","Nakamura,Hi"
3878,chess.com Speed 2020,chess.com INT,2020-12-13,"Vachier Lagrave,M","Nakamura,Hi",1/2-1/2,2784.0,2736.0,draw,draw
3879,chess.com Speed 2020,chess.com INT,2020-12-13,"Vachier Lagrave,M","Nakamura,Hi",1/2-1/2,2784.0,2736.0,draw,draw
3880,chess.com Speed 2020,chess.com INT,2020-12-13,"Vachier Lagrave,M","Nakamura,Hi",0-1,2784.0,2736.0,"Nakamura,Hi","Vachier Lagrave,M"
3881,chess.com Speed 2020,chess.com INT,2020-12-13,"Nakamura,Hi","Vachier Lagrave,M",1-0,2736.0,2784.0,"Nakamura,Hi","Vachier Lagrave,M"
3882,chess.com Speed 2020,chess.com INT,2020-12-13,"Vachier Lagrave,M","Nakamura,Hi",1/2-1/2,2784.0,2736.0,draw,draw
3883,chess.com Speed 2020,chess.com INT,2020-12-13,"Nakamura,Hi","Vachier Lagrave,M",0-1,2736.0,2784.0,"Vachier Lagrave,M","Nakamura,Hi"
3884,chess.com Speed 2020,chess.com INT,2020-12-13,"Vachier Lagrave,M","Nakamura,Hi",1-0,2784.0,2736.0,"Vachier Lagrave,M","Nakamura,Hi"
3885,chess.com Speed 2020,chess.com INT,2020-12-13,"Nakamura,Hi","Vachier Lagrave,M",1-0,2736.0,2784.0,"Nakamura,Hi","Vachier Lagrave,M"
3886,chess.com Speed 2020,chess.com INT,2020-12-13,"Vachier Lagrave,M","Nakamura,Hi",1/2-1/2,2784.0,2736.0,draw,draw
3887,chess.com Speed 2020,chess.com INT,2020-12-13,"Nakamura,Hi","Vachier Lagrave,M",1/2-1/2,2736.0,2784.0,draw,draw
3888,chess.com Speed 2020,chess.com INT,2020-12-13,"Vachier Lagrave,M","Nakamura,Hi",1-0,2784.0,2736.0,"Vachier Lagrave,M","Nakamura,Hi"
3889,chess.com Speed 2020,chess.com INT,2020-12-13,"Nakamura,Hi","Vachier Lagrave,M",1-0,2736.0,2784.0,"Nakamura,Hi","Vachier Lagrave,M"
3890,chess.com Speed 2020,chess.com INT,2020-12-13,"Vachier Lagrave,M","Nakamura,Hi",0-1,2784.0,2736.0,"Nakamura,Hi","Vachier Lagrave,M"
3891,chess.com Speed 2020,chess.com INT,2020-12-13,"Nakamura,Hi","Vachier Lagrave,M",1-0,2736.0,2784.0,"Nakamura,Hi","Vachier Lagrave,M"
3892,chess.com Speed 2020,chess.com INT,2020-12-13,"Nakamura,Hi","Vachier Lagrave,M",1-0,2736.0,2784.0,"Nakamura,Hi","Vachier Lagrave,M"
3893,chess.com Speed 2020,chess.com INT,2020-12-13,"Vachier Lagrave,M","Nakamura,Hi",1/2-1/2,2784.0,2736.0,draw,draw
3894,chess.com Speed 2020,chess.com INT,2020-12-13,"Vachier Lagrave,M","Nakamura,Hi",1-0,2784.0,2736.0,"Vachier Lagrave,M","Nakamura,Hi"
3895,Titled Tuesday 15th Dec,chess.com INT,2020-12-15,"Nakamura,Hi","Delgadillo,Adonay",1-0,2736.0,2236.0,"Nakamura,Hi","Delgadillo,Adonay"
3896,Titled Tuesday 15th Dec,chess.com INT,2020-12-15,"Mohammad Fahad,Rahman","Nakamura,Hi",0-1,2319.0,2736.0,"Nakamura,Hi","Mohammad Fahad,Rahman"
3897,Titled Tuesday 15th Dec,chess.com INT,2020-12-15,"Nakamura,Hi","Muradli,Mahammad",1-0,2736.0,2449.0,"Nakamura,Hi","Muradli,Mahammad"
3898,Titled Tuesday 15th Dec,chess.com INT,2020-12-15,"Shirov,A","Nakamura,Hi",0-1,2662.0,2736.0,"Nakamura,Hi","Shirov,A"
3899,Titled Tuesday 15th Dec,chess.com INT,2020-12-15,"Nakamura,Hi","Drygalov,Andrey",1-0,2736.0,2493.0,"Nakamura,Hi","Drygalov,Andrey"
3900,Titled Tuesday 15th Dec,chess.com INT,2020-12-15,"Jacobson,Brandon","Nakamura,Hi",0-1,2487.0,2736.0,"Nakamura,Hi","Jacobson,Brandon"
3901,Titled Tuesday 15th Dec,chess.com INT,2020-12-15,"Nakamura,Hi","Martinez Alcantara,Jose Eduardo",1-0,2736.0,2620.0,"Nakamura,Hi","Martinez Alcantara,Jose Eduardo"
3902,Titled Tuesday 15th Dec,chess.com INT,2020-12-15,"Deac,Bogdan-Daniel","Nakamura,Hi",1/2-1/2,2625.0,2736.0,draw,draw
3903,Titled Tuesday 15th Dec,chess.com INT,2020-12-15,"Nakamura,Hi","Andreikin,D",1-0,2736.0,2725.0,"Nakamura,Hi","Andreikin,D"
3904,Titled Tuesday 15th Dec,chess.com INT,2020-12-15,Le Tuan Minh,"Nakamura,Hi",0-1,2514.0,2736.0,"Nakamura,Hi",Le Tuan Minh
3905,Chess.com Bullet Open 1,chess.com INT,2020-12-19,"Nakamura,Hi","Mis,Mieszko",1-0,2736.0,2358.0,"Nakamura,Hi","Mis,Mieszko"
3906,Chess.com Bullet Open 1,chess.com INT,2020-12-19,"Mekhitarian,K","Nakamura,Hi",0-1,2554.0,2736.0,"Nakamura,Hi","Mekhitarian,K"
3907,Chess.com Bullet Open 1,chess.com INT,2020-12-19,"Nakamura,Hi","Nagy,Ga1",1/2-1/2,2736.0,2495.0,draw,draw
3908,Chess.com Bullet Open 1,chess.com INT,2020-12-19,"Nakamura,Hi","Ider,B",1-0,2736.0,2489.0,"Nakamura,Hi","Ider,B"
3909,Chess.com Bullet Open 1,chess.com INT,2020-12-19,"Oparin,G","Nakamura,Hi",0-1,2652.0,2736.0,"Nakamura,Hi","Oparin,G"
3910,Chess.com Bullet Open 1,chess.com INT,2020-12-19,"Nakamura,Hi",Le Tuan Minh,1/2-1/2,2736.0,2514.0,draw,draw
3911,Chess.com Bullet Open 1,chess.com INT,2020-12-19,"Iturrizaga,E","Nakamura,Hi",0-1,2607.0,2736.0,"Nakamura,Hi","Iturrizaga,E"
3912,Chess.com Bullet Open 1,chess.com INT,2020-12-19,"Nakamura,Hi","Fedoseev,Vl3",1/2-1/2,2736.0,2674.0,draw,draw
3913,Chess.com Bullet Open 1,chess.com INT,2020-12-19,"Xiong,Jeffery","Nakamura,Hi",0-1,2709.0,2736.0,"Nakamura,Hi","Xiong,Jeffery"
3914,Chess.com Bullet Open 1,chess.com INT,2020-12-19,"Naroditsky,D","Nakamura,Hi",0-1,2621.0,2736.0,"Nakamura,Hi","Naroditsky,D"
3915,Chess.com Bullet Open 1,chess.com INT,2020-12-19,"Nakamura,Hi","Sadhwani,Raunak",1-0,2736.0,2545.0,"Nakamura,Hi","Sadhwani,Raunak"
