,event,site,date_played,white,black,result,white_elo,black_elo,winner,loser
735,World Championship 35th-KK5,Lyon/New York,1990-01-01,"Kasparov, Gary","Karpov, Anatoly",1/2-1/2,2800,2730,draw,draw
736,World Championship 35th-KK5,Lyon/New York,1990-01-01,"Karpov, Anatoly","Kasparov, Gary",1/2-1/2,2730,2800,draw,draw
737,World Championship 35th-KK5,Lyon/New York,1990-01-01,"Kasparov, Gary","Karpov, Anatoly",1/2-1/2,2800,2730,draw,draw
738,World Championship 35th-KK5,Lyon/New York,1990-01-01,"Karpov, Anatoly","Kasparov, Gary",1/2-1/2,2730,2800,draw,draw
739,World Championship 35th-KK5,Lyon/New York,1990-01-01,"Kasparov, Gary","Karpov, Anatoly",1/2-1/2,2800,2730,draw,draw
740,World Championship 35th-KK5,Lyon/New York,1990-01-01,"Karpov, Anatoly","Kasparov, Gary",1/2-1/2,2730,2800,draw,draw
741,World Championship 35th-KK5,Lyon/New York,1990-01-01,"Kasparov, Gary","Karpov, Anatoly",1-0,2800,2730,"Kasparov, Gary","Karpov, Anatoly"
742,World Championship 35th-KK5,Lyon/New York,1990-01-01,"Karpov, Anatoly","Kasparov, Gary",1-0,2730,2800,"Karpov, Anatoly","Kasparov, Gary"
743,World Championship 35th-KK5,Lyon/New York,1990-01-01,"Kasparov, Gary","Karpov, Anatoly",1-0,2800,2730,"Kasparov, Gary","Karpov, Anatoly"
744,World Championship 35th-KK5,Lyon/New York,1990-01-01,"Karpov, Anatoly","Kasparov, Gary",1/2-1/2,2730,2800,draw,draw
745,World Championship 35th-KK5,Lyon/New York,1990-01-01,"Kasparov, Gary","Karpov, Anatoly",1-0,2800,2730,"Kasparov, Gary","Karpov, Anatoly"
746,World Championship 35th-KK5,Lyon/New York,1990-01-01,"Karpov, Anatoly","Kasparov, Gary",1/2-1/2,2730,2800,draw,draw
747,World Championship 35th-KK5,Lyon/New York,1990-01-01,"Kasparov, Gary","Karpov, Anatoly",1/2-1/2,2800,2730,draw,draw
748,World Championship 35th-KK5,Lyon/New York,1990-01-01,"Karpov, Anatoly","Kasparov, Gary",1-0,2730,2800,"Karpov, Anatoly","Kasparov, Gary"
749,World Championship 35th-KK5,Lyon/New York,1990-01-01,"Kasparov, Gary","Karpov, Anatoly",1/2-1/2,2800,2730,draw,draw
750,Murcia m,Murcia,1990-01-01,"Psakhis, Lev","Kasparov, Gary",0-1,2575,2800,"Kasparov, Gary","Psakhis, Lev"
751,Murcia m,Murcia,1990-01-01,"Kasparov, Gary","Psakhis, Lev",1/2-1/2,2800,2575,draw,draw
752,Murcia m,Murcia,1990-01-01,"Psakhis, Lev","Kasparov, Gary",1/2-1/2,2575,2800,draw,draw
753,Murcia m,Murcia,1990-01-01,"Kasparov, Gary","Psakhis, Lev",1-0,2800,2575,"Kasparov, Gary","Psakhis, Lev"
754,Murcia m,Murcia,1990-01-01,"Psakhis, Lev","Kasparov, Gary",0-1,2575,2800,"Kasparov, Gary","Psakhis, Lev"
755,Murcia m,Murcia,1990-01-01,"Kasparov, Gary","Psakhis, Lev",1-0,2800,2575,"Kasparov, Gary","Psakhis, Lev"
756,Paris Immopar,Paris,1990-01-01,"Kasparov, Gary","Kortschnoj, Viktor",1/2-1/2,2800,2625,draw,draw
757,Paris Immopar,Paris,1990-01-01,"Kasparov, Gary","Kortschnoj, Viktor",1/2-1/2,2800,2625,draw,draw
758,Paris Immopar,Paris,1990-01-01,"Kasparov, Gary","Short, Nigel D",1-0,2800,2635,"Kasparov, Gary","Short, Nigel D"
759,Paris Immopar,Paris,1990-01-01,"Kasparov, Gary","Speelman, Jonathan S",1-0,2800,2610,"Kasparov, Gary","Speelman, Jonathan S"
760,Paris Immopar,Paris,1990-01-01,"Kortschnoj, Viktor","Kasparov, Gary",1/2-1/2,2625,2800,draw,draw
761,Paris Immopar,Paris,1990-01-01,"Kortschnoj, Viktor","Kasparov, Gary",1/2-1/2,2625,2800,draw,draw
762,Paris Immopar,Paris,1990-01-01,"Short, Nigel D","Kasparov, Gary",1-0,2635,2800,"Short, Nigel D","Kasparov, Gary"
763,Paris Immopar,Paris,1990-01-01,"Speelman, Jonathan S","Kasparov, Gary",1/2-1/2,2610,2800,draw,draw
764,Svendborg m,Svendborg,1990-01-01,"Kasparov, Gary","Hansen, Curt",1-0,2800,2570,"Kasparov, Gary","Hansen, Curt"
765,Svendborg m,Svendborg,1990-01-01,"Hansen, Curt","Kasparov, Gary",1/2-1/2,2570,2800,draw,draw
766,Euwe mem,Amsterdam,1991-01-01,"Van der Wiel, John TH","Kasparov, Gary",1/2-1/2,2530,2800,draw,draw
767,Euwe mem,Amsterdam,1991-01-01,"Kasparov, Gary","Gurevich, Mikhail",1/2-1/2,2800,2650,draw,draw
768,Euwe mem,Amsterdam,1991-01-01,"Short, Nigel D","Kasparov, Gary",1/2-1/2,2635,2800,draw,draw
769,Euwe mem,Amsterdam,1991-01-01,"Kasparov, Gary","Salov, Valery",1/2-1/2,2800,2645,draw,draw
770,Euwe mem,Amsterdam,1991-01-01,"Hjartarson, Johann","Kasparov, Gary",1/2-1/2,2535,2800,draw,draw
771,Euwe mem,Amsterdam,1991-01-01,"Kasparov, Gary","Karpov, Anatoly",1/2-1/2,2800,2725,draw,draw
772,Euwe mem,Amsterdam,1991-01-01,"Kortschnoj, Viktor","Kasparov, Gary",0-1,2615,2800,"Kasparov, Gary","Kortschnoj, Viktor"
773,Euwe mem,Amsterdam,1991-01-01,"Kasparov, Gary","Timman, Jan H",1/2-1/2,2800,2630,draw,draw
774,Euwe mem,Amsterdam,1991-01-01,"Ljubojevic, Ljubomir","Kasparov, Gary",0-1,2590,2800,"Kasparov, Gary","Ljubojevic, Ljubomir"
775,Asiago Ludi Univ sim,Asiago,1991-01-01,"Kasparov, Gary","Spanghero, Nicola",1-0,2800,,"Kasparov, Gary","Spanghero, Nicola"
776,Asiago Ludi Univ sim,Asiago,1991-01-01,"Kasparov, Gary","Spinelli, Doriano",1-0,2800,,"Kasparov, Gary","Spinelli, Doriano"
777,Asiago Ludi Univ sim,Asiago,1991-01-01,"Kasparov, Gary","Capitelli, Paolo",1-0,2800,,"Kasparov, Gary","Capitelli, Paolo"
778,Asiago Ludi Univ sim,Asiago,1991-01-01,"Kasparov, Gary","De Poi, Paolo",1-0,2800,,"Kasparov, Gary","De Poi, Paolo"
779,Asiago Ludi Univ sim,Asiago,1991-01-01,"Kasparov, Gary","Bertacco, Piero",1-0,2800,,"Kasparov, Gary","Bertacco, Piero"
780,Asiago Ludi Univ sim,Asiago,1991-01-01,"Kasparov, Gary","Dellair, Abdul Malek",1-0,2800,,"Kasparov, Gary","Dellair, Abdul Malek"
781,Asiago Ludi Univ sim,Asiago,1991-01-01,"Kasparov, Gary","Guaglianone, Mario",1-0,2800,,"Kasparov, Gary","Guaglianone, Mario"
782,Asiago Ludi Univ sim,Asiago,1991-01-01,"Kasparov, Gary","Mosna, Stefano",1/2-1/2,2800,,draw,draw
783,Asiago Ludi Univ sim,Asiago,1991-01-01,"Kasparov, Gary","Boscolo, Max",1-0,2800,,"Kasparov, Gary","Boscolo, Max"
784,Asiago Ludi Univ sim,Asiago,1991-01-01,"Kasparov, Gary","Ferioli, Franco",1-0,2800,,"Kasparov, Gary","Ferioli, Franco"
785,Asiago Ludi Univ sim,Asiago,1991-01-01,"Kasparov, Gary","Di Fonzo, Valerio",1-0,2800,,"Kasparov, Gary","Di Fonzo, Valerio"
786,Asiago Ludi Univ sim,Asiago,1991-01-01,"Kasparov, Gary","Paci, Daniele",1-0,2800,,"Kasparov, Gary","Paci, Daniele"
787,Asiago Ludi Univ sim,Asiago,1991-01-01,"Kasparov, Gary","Piva, Giorgio",1/2-1/2,2800,,draw,draw
788,Asiago Ludi Univ sim,Asiago,1991-01-01,"Kasparov, Gary","Rigoni, V.",1-0,2800,,"Kasparov, Gary","Rigoni, V."
789,Asiago Ludi Univ sim,Asiago,1991-01-01,"Kasparov, Gary","Ziglio, Roberto",1/2-1/2,2800,,draw,draw
790,Asiago Ludi Univ sim,Asiago,1991-01-01,"Kasparov, Gary","Viaggi, Giovanni",1-0,2800,,"Kasparov, Gary","Viaggi, Giovanni"
791,Asiago Ludi Univ sim,Asiago,1991-01-01,"Kasparov, Gary","Negra, Massimiliano",1-0,2800,,"Kasparov, Gary","Negra, Massimiliano"
792,Asiago Ludi Univ sim,Asiago,1991-01-01,"Kasparov, Gary","Bellemo, Luca",1/2-1/2,2800,,draw,draw
793,Asiago Ludi Univ sim,Asiago,1991-01-01,"Kasparov, Gary","Sbarra, Marco",1-0,2800,,"Kasparov, Gary","Sbarra, Marco"
794,Asiago Ludi Univ sim,Asiago,1991-01-01,"Kasparov, Gary","Bavagnoli, Gabriele",1-0,2800,,"Kasparov, Gary","Bavagnoli, Gabriele"
795,Galicia simul,Galicia,1991-01-01,"Kasparov, Gary","Beade, Cesar",1/2-1/2,2800,,draw,draw
796,Galicia simul,Galicia,1991-01-01,"Kasparov, Gary","Gonzalez Larranaga, Y.",1-0,2800,,"Kasparov, Gary","Gonzalez Larranaga, Y."
797,Galicia simul,Galicia,1991-01-01,"Kasparov, Gary","Garza Castro, R.",1-0,2800,,"Kasparov, Gary","Garza Castro, R."
798,Galicia simul,Galicia,1991-01-01,"Kasparov, Gary","Iglesias, Alejandro",1-0,2800,2275,"Kasparov, Gary","Iglesias, Alejandro"
799,Galicia simul,Galicia,1991-01-01,"Kasparov, Gary","Marcote, P.",1-0,2800,,"Kasparov, Gary","Marcote, P."
800,Galicia simul,Galicia,1991-01-01,"Kasparov, Gary","Lago, Victor Miguel",1-0,2800,,"Kasparov, Gary","Lago, Victor Miguel"
801,Galicia simul,Galicia,1991-01-01,"Kasparov, Gary","Carrazoni, A.",1-0,2800,,"Kasparov, Gary","Carrazoni, A."
802,Galicia simul,Galicia,1991-01-01,"Kasparov, Gary","Carreras, Francisco",1/2-1/2,2800,2270,draw,draw
803,Galicia simul,Galicia,1991-01-01,"Kasparov, Gary","Casares, F.",1-0,2800,,"Kasparov, Gary","Casares, F."
804,Galicia simul,Galicia,1991-01-01,"Kasparov, Gary","Cid, D.",1-0,2800,,"Kasparov, Gary","Cid, D."
805,Galicia simul,Galicia,1991-01-01,"Kasparov, Gary","De la Fuente, F.",1-0,2800,,"Kasparov, Gary","De la Fuente, F."
806,Galicia simul,Galicia,1991-01-01,"Kasparov, Gary","Fernandez, Rodrigo Amaral",1-0,2800,,"Kasparov, Gary","Fernandez, Rodrigo Amaral"
807,Galicia simul,Galicia,1991-01-01,"Kasparov, Gary","Freire, R.",1-0,2800,,"Kasparov, Gary","Freire, R."
808,Galicia simul,Galicia,1991-01-01,"Kasparov, Gary","Garcia Santos, G.",1-0,2800,,"Kasparov, Gary","Garcia Santos, G."
809,Galicia simul,Galicia,1991-01-01,"Kasparov, Gary","Larrosa, Jose",1/2-1/2,2800,2260,draw,draw
810,Galicia simul,Galicia,1991-01-01,"Kasparov, Gary","Marcote, J.",1-0,2800,,"Kasparov, Gary","Marcote, J."
811,Galicia simul,Galicia,1991-01-01,"Kasparov, Gary","Vazquez, Fermin",1-0,2800,,"Kasparov, Gary","Vazquez, Fermin"
812,Galicia simul,Galicia,1991-01-01,"Kasparov, Gary",Martinez,1-0,2800,,"Kasparov, Gary",Martinez
813,Galicia simul,Galicia,1991-01-01,"Kasparov, Gary","Nunez, A.",1-0,2800,2285,"Kasparov, Gary","Nunez, A."
814,Galicia simul,Galicia,1991-01-01,"Kasparov, Gary","Paleo, D.",1-0,2800,,"Kasparov, Gary","Paleo, D."
815,Galicia simul,Galicia,1991-01-01,"Kasparov, Gary","Pena Rodriguez, J.",1-0,2800,,"Kasparov, Gary","Pena Rodriguez, J."
816,Galicia simul,Galicia,1991-01-01,"Kasparov, Gary","Permuy, Carlos",1/2-1/2,2800,2260,draw,draw
817,Galicia simul,Galicia,1991-01-01,"Kasparov, Gary","Prieto, A.",1-0,2800,,"Kasparov, Gary","Prieto, A."
818,Galicia simul,Galicia,1991-01-01,"Kasparov, Gary",Rey,1-0,2800,,"Kasparov, Gary",Rey
819,Galicia simul,Galicia,1991-01-01,"Kasparov, Gary","Rodriguez Miguens, D.",1/2-1/2,2800,,draw,draw
820,Galicia simul,Galicia,1991-01-01,"Kasparov, Gary","Souto, E.",1-0,2800,,"Kasparov, Gary","Souto, E."
821,Galicia simul,Galicia,1991-01-01,"Kasparov, Gary","Suarez, Diego",1-0,2800,,"Kasparov, Gary","Suarez, Diego"
822,Galicia simul,Galicia,1991-01-01,"Kasparov, Gary","Veiga Goy, Jose Luis",1-0,2800,,"Kasparov, Gary","Veiga Goy, Jose Luis"
823,Linares,Linares,1991-01-01,"Ivanchuk, Vassily","Kasparov, Gary",1-0,2695,2800,"Ivanchuk, Vassily","Kasparov, Gary"
824,Linares,Linares,1991-01-01,"Kasparov, Gary","Gelfand, Boris",1-0,2800,2700,"Kasparov, Gary","Gelfand, Boris"
825,Linares,Linares,1991-01-01,"Timman, Jan H","Kasparov, Gary",1/2-1/2,2630,2800,draw,draw
826,Linares,Linares,1991-01-01,"Gurevich, Mikhail","Kasparov, Gary",0-1,2650,2800,"Kasparov, Gary","Gurevich, Mikhail"
827,Linares,Linares,1991-01-01,"Kasparov, Gary","Speelman, Jonathan S",1/2-1/2,2800,2610,draw,draw
828,Linares,Linares,1991-01-01,"Salov, Valery","Kasparov, Gary",1/2-1/2,2645,2800,draw,draw
829,Linares,Linares,1991-01-01,"Kasparov, Gary","Kamsky, Gata",1-0,2800,2640,"Kasparov, Gary","Kamsky, Gata"
830,Linares,Linares,1991-01-01,"Karpov, Anatoly","Kasparov, Gary",1/2-1/2,2725,2800,draw,draw
831,Linares,Linares,1991-01-01,"Kasparov, Gary","Beliavsky, Alexander G",1-0,2800,2640,"Kasparov, Gary","Beliavsky, Alexander G"
832,Linares,Linares,1991-01-01,"Ehlvest, Jaan","Kasparov, Gary",0-1,2650,2800,"Kasparov, Gary","Ehlvest, Jaan"
833,Linares,Linares,1991-01-01,"Kasparov, Gary","Anand, Viswanathan",1/2-1/2,2800,2635,draw,draw
834,Linares,Linares,1991-01-01,"Ljubojevic, Ljubomir","Kasparov, Gary",0-1,2590,2800,"Kasparov, Gary","Ljubojevic, Ljubomir"
835,Linares,Linares,1991-01-01,"Kasparov, Gary","Jussupow, Artur",1/2-1/2,2800,2605,draw,draw
836,Paris Immopar rapid,Paris,1991-01-01,"Kasparov, Gary","Khalifman, Alexander",1/2-1/2,2770,2630,draw,draw
837,Paris Immopar rapid,Paris,1991-01-01,"Khalifman, Alexander","Kasparov, Gary",0-1,2630,2770,"Kasparov, Gary","Khalifman, Alexander"
838,Paris Immopar rapid,Paris,1991-01-01,"Gelfand, Boris","Kasparov, Gary",0-1,2665,2770,"Kasparov, Gary","Gelfand, Boris"
839,Paris Immopar rapid,Paris,1991-01-01,"Kasparov, Gary","Gelfand, Boris",1-0,2770,2665,"Kasparov, Gary","Gelfand, Boris"
840,Paris Immopar rapid,Paris,1991-01-01,"Kasparov, Gary","Bareev, Evgeny",1-0,2770,2680,"Kasparov, Gary","Bareev, Evgeny"
841,Paris Immopar rapid,Paris,1991-01-01,"Bareev, Evgeny","Kasparov, Gary",0-1,2680,2770,"Kasparov, Gary","Bareev, Evgeny"
842,Paris Immopar rapid,Paris,1991-01-01,"Timman, Jan H","Kasparov, Gary",1-0,2630,2770,"Timman, Jan H","Kasparov, Gary"
843,Paris Immopar rapid,Paris,1991-01-01,"Kasparov, Gary","Timman, Jan H",1/2-1/2,2770,2630,draw,draw
844,Tilburg,Tilburg,1991-01-01,"Timman, Jan H","Kasparov, Gary",0-1,2630,2770,"Kasparov, Gary","Timman, Jan H"
845,Tilburg,Tilburg,1991-01-01,"Kasparov, Gary","Kortschnoj, Viktor",1-0,2770,2610,"Kasparov, Gary","Kortschnoj, Viktor"
846,Tilburg,Tilburg,1991-01-01,"Kamsky, Gata","Kasparov, Gary",1/2-1/2,2595,2770,draw,draw
847,Tilburg,Tilburg,1991-01-01,"Bareev, Evgeny","Kasparov, Gary",0-1,2680,2770,"Kasparov, Gary","Bareev, Evgeny"
848,Tilburg,Tilburg,1991-01-01,"Kasparov, Gary","Anand, Viswanathan",1-0,2770,2650,"Kasparov, Gary","Anand, Viswanathan"
849,Tilburg,Tilburg,1991-01-01,"Kasparov, Gary","Short, Nigel D",1/2-1/2,2770,2660,draw,draw
850,Tilburg,Tilburg,1991-01-01,"Anand, Viswanathan","Kasparov, Gary",1-0,2650,2770,"Anand, Viswanathan","Kasparov, Gary"
851,Tilburg,Tilburg,1991-01-01,"Karpov, Anatoly","Kasparov, Gary",1/2-1/2,2730,2770,draw,draw
852,Tilburg,Tilburg,1991-01-01,"Kasparov, Gary","Timman, Jan H",1-0,2770,2630,"Kasparov, Gary","Timman, Jan H"
853,Tilburg,Tilburg,1991-01-01,"Kortschnoj, Viktor","Kasparov, Gary",1/2-1/2,2610,2770,draw,draw
854,Tilburg,Tilburg,1991-01-01,"Kasparov, Gary","Kamsky, Gata",1/2-1/2,2770,2595,draw,draw
855,Tilburg,Tilburg,1991-01-01,"Kasparov, Gary","Bareev, Evgeny",1-0,2770,2680,"Kasparov, Gary","Bareev, Evgeny"
856,Tilburg,Tilburg,1991-01-01,"Short, Nigel D","Kasparov, Gary",1/2-1/2,2660,2770,draw,draw
857,Tilburg,Tilburg,1991-01-01,"Kasparov, Gary","Karpov, Anatoly",1-0,2770,2730,"Kasparov, Gary","Karpov, Anatoly"
858,GER-Kasparov,Baden-Baden,1992-01-01,"Lobron, Eric","Kasparov, Gary",0-1,2575,2780,"Kasparov, Gary","Lobron, Eric"
859,GER-Kasparov,Baden-Baden,1992-01-01,"Kasparov, Gary","Wahls, Matthias",1-0,2780,2570,"Kasparov, Gary","Wahls, Matthias"
860,GER-Kasparov,Baden-Baden,1992-01-01,"Hertneck, Gerald","Kasparov, Gary",1/2-1/2,2530,2780,draw,draw
861,GER-Kasparov,Baden-Baden,1992-01-01,"Kasparov, Gary","Hort, Vlastimil",1/2-1/2,2780,2560,draw,draw
862,Buenos Aires sim,Buenos Aires,1992-01-01,"Ricardi, Pablo","Kasparov, Gary",1-0,2465,2780,"Ricardi, Pablo","Kasparov, Gary"
863,Buenos Aires sim,Buenos Aires,1992-01-01,"Kasparov, Gary","Spangenberg, Hugo",1-0,2780,2305,"Kasparov, Gary","Spangenberg, Hugo"
864,Buenos Aires sim,Buenos Aires,1992-01-01,"Panno, Oscar","Kasparov, Gary",0-1,2485,2790,"Kasparov, Gary","Panno, Oscar"
865,Buenos Aires sim,Buenos Aires,1992-01-01,"Kasparov, Gary","Zarnicki, Pablo",1/2-1/2,2780,2385,draw,draw
866,Buenos Aires sim,Buenos Aires,1992-01-01,"Amura, Claudia Noemi","Kasparov, Gary",0-1,2355,2780,"Kasparov, Gary","Amura, Claudia Noemi"
867,Buenos Aires sim,Buenos Aires,1992-01-01,"Kasparov, Gary","Rubinetti, Jorge A",1/2-1/2,2780,2450,draw,draw
868,Buenos Aires sim,Buenos Aires,1992-01-01,"Zarnicki, Pablo","Kasparov, Gary",0-1,2385,2780,"Kasparov, Gary","Zarnicki, Pablo"
869,Buenos Aires sim,Buenos Aires,1992-01-01,"Spangenberg, Hugo","Kasparov, Gary",1/2-1/2,2305,2780,draw,draw
870,Buenos Aires sim,Buenos Aires,1992-01-01,"Rubinetti, Jorge A","Kasparov, Gary",0-1,2450,2780,"Kasparov, Gary","Rubinetti, Jorge A"
871,Buenos Aires sim,Buenos Aires,1992-01-01,"Kasparov, Gary","Ricardi, Pablo",1-0,2780,2465,"Kasparov, Gary","Ricardi, Pablo"
872,Buenos Aires sim,Buenos Aires,1992-01-01,"Kasparov, Gary","Panno, Oscar",1/2-1/2,2780,2465,draw,draw
873,Buenos Aires sim,Buenos Aires,1992-01-01,"Kasparov, Gary","Amura, Claudia Noemi",1-0,2780,2355,"Kasparov, Gary","Amura, Claudia Noemi"
874,Cologne TVm2,Cologne,1992-01-01,"Kasparov, Gary","Huebner, Robert",1/2-1/2,2790,2630,draw,draw
875,Cologne TVm2,Cologne,1992-01-01,"Huebner, Robert","Kasparov, Gary",0-1,2630,2790,"Kasparov, Gary","Huebner, Robert"
876,Cologne TVm2 blitz,Cologne,1992-01-01,"Huebner, Robert","Kasparov, Gary",0-1,2630,2790,"Kasparov, Gary","Huebner, Robert"
877,Cologne TVm2 blitz,Cologne,1992-01-01,"Kasparov, Gary","Huebner, Robert",0-1,2790,2630,"Huebner, Robert","Kasparov, Gary"
878,Cordoba simul,Cordoba,1992-01-01,"Kasparov, Gary","Bertona, Fernando",1-0,2780,2325,"Kasparov, Gary","Bertona, Fernando"
879,Cordoba simul,Cordoba,1992-01-01,"Kasparov, Gary","Boissonnet, C.",1/2-1/2,2780,,draw,draw
880,Cordoba simul,Cordoba,1992-01-01,"Kasparov, Gary","Brusa, E.",1/2-1/2,2780,,draw,draw
881,Cordoba simul,Cordoba,1992-01-01,"Kasparov, Gary","Bazan, Osvaldo",1-0,2780,,"Kasparov, Gary","Bazan, Osvaldo"
882,Cordoba simul,Cordoba,1992-01-01,"Kasparov, Gary","Yosifides, Aris",1-0,2780,2295,"Kasparov, Gary","Yosifides, Aris"
883,Cordoba simul,Cordoba,1992-01-01,"Kasparov, Gary","Pereiro, J.",1-0,2780,,"Kasparov, Gary","Pereiro, J."
884,Cordoba simul,Cordoba,1992-01-01,"Kasparov, Gary","Castellano, P.",1-0,2780,,"Kasparov, Gary","Castellano, P."
885,Cordoba simul,Cordoba,1992-01-01,"Kasparov, Gary","Dalmagro, D.",1/2-1/2,2780,,draw,draw
886,Cordoba simul,Cordoba,1992-01-01,"Kasparov, Gary","Diani, Jose",1-0,2780,,"Kasparov, Gary","Diani, Jose"
887,Cordoba simul,Cordoba,1992-01-01,"Kasparov, Gary","Echevarria, C.",1-0,2780,,"Kasparov, Gary","Echevarria, C."
888,Cordoba simul,Cordoba,1992-01-01,"Kasparov, Gary","Gimenez, Ismael",1/2-1/2,2780,,draw,draw
889,Cordoba simul,Cordoba,1992-01-01,"Kasparov, Gary","Halac, Matias",1-0,2780,2245,"Kasparov, Gary","Halac, Matias"
890,Cordoba simul,Cordoba,1992-01-01,"Kasparov, Gary","Herrera, Laura",1-0,2780,,"Kasparov, Gary","Herrera, Laura"
891,Cordoba simul,Cordoba,1992-01-01,"Kasparov, Gary","Hutt, Alejandro",1-0,2780,,"Kasparov, Gary","Hutt, Alejandro"
892,Cordoba simul,Cordoba,1992-01-01,"Kasparov, Gary","Maiques, Raul",1-0,2780,,"Kasparov, Gary","Maiques, Raul"
893,Cordoba simul,Cordoba,1992-01-01,"Kasparov, Gary","Monier, Raul",1-0,2780,2350,"Kasparov, Gary","Monier, Raul"
894,Cordoba simul,Cordoba,1992-01-01,"Kasparov, Gary","Moreira, Jairo",1-0,2780,,"Kasparov, Gary","Moreira, Jairo"
895,Cordoba simul,Cordoba,1992-01-01,"Kasparov, Gary","Moscovich, Fabian",1-0,2780,,"Kasparov, Gary","Moscovich, Fabian"
896,Cordoba simul,Cordoba,1992-01-01,"Kasparov, Gary","Pinus, Ruben",1-0,2780,,"Kasparov, Gary","Pinus, Ruben"
897,Cordoba simul,Cordoba,1992-01-01,"Kasparov, Gary","Porro, Fernando",1-0,2780,,"Kasparov, Gary","Porro, Fernando"
898,Cordoba simul,Cordoba,1992-01-01,"Kasparov, Gary","Resnik, I.",1-0,2780,,"Kasparov, Gary","Resnik, I."
899,Cordoba simul,Cordoba,1992-01-01,"Kasparov, Gary","Tejero, M.",1-0,2780,,"Kasparov, Gary","Tejero, M."
900,Cordoba simul,Cordoba,1992-01-01,"Kasparov, Gary","Burijovich, Liliana",1-0,2780,2190,"Kasparov, Gary","Burijovich, Liliana"
901,EU-chT (Men),Debrecen,1992-01-01,"Kortschnoj, Viktor","Kasparov, Gary",1/2-1/2,2585,2780,draw,draw
902,EU-chT (Men),Debrecen,1992-01-01,"Kasparov, Gary","Rozentalis, Eduardas",1-0,2780,2585,"Kasparov, Gary","Rozentalis, Eduardas"
903,EU-chT (Men),Debrecen,1992-01-01,"Nikolic, Predrag","Kasparov, Gary",1/2-1/2,2635,2780,draw,draw
904,EU-chT (Men),Debrecen,1992-01-01,"Kasparov, Gary","Ivanchuk, Vassily",1-0,2780,2720,"Kasparov, Gary","Ivanchuk, Vassily"
905,EU-chT (Men),Debrecen,1992-01-01,"Short, Nigel D","Kasparov, Gary",0-1,2685,2780,"Kasparov, Gary","Short, Nigel D"
906,EU-chT (Men),Debrecen,1992-01-01,"Kasparov, Gary","Vaganian, Rafael A",1-0,2780,2590,"Kasparov, Gary","Vaganian, Rafael A"
907,EU-chT (Men),Debrecen,1992-01-01,"Kasparov, Gary","Portisch, Lajos",1/2-1/2,2780,2575,draw,draw
908,EU-chT (Men),Debrecen,1992-01-01,"Giorgadze, Giorgi","Kasparov, Gary",1/2-1/2,2525,2780,draw,draw
909,Dortmund,Dortmund,1992-01-01,"Shirov, Alexei","Kasparov, Gary",0-1,2655,2780,"Kasparov, Gary","Shirov, Alexei"
910,Dortmund,Dortmund,1992-01-01,"Kasparov, Gary","Anand, Viswanathan",1-0,2780,2670,"Kasparov, Gary","Anand, Viswanathan"
911,Dortmund,Dortmund,1992-01-01,"Kamsky, Gata","Kasparov, Gary",1-0,2655,2780,"Kamsky, Gata","Kasparov, Gary"
912,Dortmund,Dortmund,1992-01-01,"Kasparov, Gary","Piket, Jeroen",1-0,2780,2615,"Kasparov, Gary","Piket, Jeroen"
913,Dortmund,Dortmund,1992-01-01,"Ivanchuk, Vassily","Kasparov, Gary",1/2-1/2,2720,2780,draw,draw
914,Dortmund,Dortmund,1992-01-01,"Huebner, Robert","Kasparov, Gary",1-0,2615,2780,"Huebner, Robert","Kasparov, Gary"
915,Dortmund,Dortmund,1992-01-01,"Kasparov, Gary","Bareev, Evgeny",1/2-1/2,2780,2635,draw,draw
916,Dortmund,Dortmund,1992-01-01,"Adams, Michael","Kasparov, Gary",0-1,2620,2780,"Kasparov, Gary","Adams, Michael"
917,Dortmund,Dortmund,1992-01-01,"Kasparov, Gary","Salov, Valery",1-0,2780,2655,"Kasparov, Gary","Salov, Valery"
918,Linares,Linares,1992-01-01,"Timman, Jan H","Kasparov, Gary",0-1,2620,2780,"Kasparov, Gary","Timman, Jan H"
919,Linares,Linares,1992-01-01,"Kasparov, Gary","Karpov, Anatoly",1-0,2780,2725,"Kasparov, Gary","Karpov, Anatoly"
920,Linares,Linares,1992-01-01,"Ivanchuk, Vassily","Kasparov, Gary",1/2-1/2,2720,2780,draw,draw
921,Linares,Linares,1992-01-01,"Kasparov, Gary","Anand, Viswanathan",1/2-1/2,2780,2670,draw,draw
922,Linares,Linares,1992-01-01,"Gelfand, Boris","Kasparov, Gary",0-1,2665,2780,"Kasparov, Gary","Gelfand, Boris"
923,Linares,Linares,1992-01-01,"Kasparov, Gary","Speelman, Jonathan S",1/2-1/2,2780,2630,draw,draw
924,Linares,Linares,1992-01-01,"Bareev, Evgeny","Kasparov, Gary",1/2-1/2,2635,2780,draw,draw
925,Linares,Linares,1992-01-01,"Kasparov, Gary","Short, Nigel D",1-0,2780,2685,"Kasparov, Gary","Short, Nigel D"
926,Linares,Linares,1992-01-01,"Beliavsky, Alexander G","Kasparov, Gary",1/2-1/2,2620,2780,draw,draw
927,Linares,Linares,1992-01-01,"Kasparov, Gary","Illescas Cordoba, Miguel",1-0,2780,2555,"Kasparov, Gary","Illescas Cordoba, Miguel"
928,Linares,Linares,1992-01-01,"Jussupow, Artur","Kasparov, Gary",0-1,2655,2780,"Kasparov, Gary","Jussupow, Artur"
929,Linares,Linares,1992-01-01,"Kasparov, Gary","Salov, Valery",1/2-1/2,2780,2655,draw,draw
