Company,Product,TypeName,Inches,ScreenResolution,Cpu,Ram,Memory,Gpu,OpSys,Weight,Price_euros
7.0,284.0,3.0,15.6,3.0,2.3,4,25.0,1.0,7.0,2.31,940.0
4.0,213.0,3.0,14.0,0.0,2.3,8,3.0,1.0,5.0,1.79,740.0
10.0,148.0,3.0,15.6,0.0,2.9,4,25.0,0.0,4.0,2.2,309.0
10.0,148.0,3.0,15.6,0.0,2.2,4,25.0,0.0,5.0,2.2,299.0
10.0,344.0,3.0,14.0,0.0,2.5,4,25.0,1.0,5.0,2.02,990.0
4.0,190.0,1.0,15.6,13.0,2.8,16,29.0,2.0,5.0,2.65,1845.0
18.0,228.0,3.0,15.6,3.0,1.6,8,15.0,2.0,4.0,1.95,1199.0
10.0,365.0,5.0,15.6,13.0,2.8,16,11.0,2.0,5.0,2.5,3299.0
7.0,1.0,3.0,15.6,0.0,2.5,6,9.0,0.0,5.0,2.19,764.0
0.0,71.0,0.0,11.6,0.0,1.6,4,22.0,1.0,1.0,1.25,389.0
16.0,254.0,3.0,13.3,3.0,2.3,4,3.0,1.0,5.0,1.2,1195.0
0.0,53.0,3.0,15.6,0.0,2.2,8,9.0,0.0,5.0,2.4,449.0
4.0,211.0,4.0,14.0,3.0,2.8,8,15.0,1.0,5.0,1.36,1775.0
4.0,173.0,3.0,15.6,0.0,2.7,8,9.0,0.0,2.0,2.3,805.99
